Time,"UTC TIME",Anum,Fnum,Height,Speed,Angle,Longitude,Latitude
1747791500,"2025-05-21 01:38:20",B5740,CZ3401,8412.48,779.692,310,106.74782562256,26.42578125
1747791515,"2025-05-21 01:38:35",B5740,CZ3401,8412.48,781.544,310,106.72319793701,26.444137573242
1747791530,"2025-05-21 01:38:50",B5740,CZ3401,8412.48,779.692,309,106.69763183594,26.462991714478
1747791545,"2025-05-21 01:39:05",B5740,CZ3401,8412.48,781.544,309,106.6731262207,26.481100082397
1747791556,"2025-05-21 01:39:16",B5740,CZ3401,8412.48,783.396,311,106.65631103516,26.493896484375
1747791567,"2025-05-21 01:39:27",B5740,CZ3401,8412.48,787.1,320,106.64170074463,26.508380889893
1747791580,"2025-05-21 01:39:40",B5740,CZ3401,8412.48,788.952,320,106.62030792236,26.531423568726
1747791595,"2025-05-21 01:39:55",B5740,CZ3401,8412.48,788.952,320,106.59915161133,26.554046630859
1747791610,"2025-05-21 01:40:10",B5740,CZ3401,8412.48,790.804,320,106.57763671875,26.576839447021
1747791625,"2025-05-21 01:40:25",B5740,CZ3401,8412.48,788.952,320,106.5565032959,26.599018096924
1747791636,"2025-05-21 01:40:36",B5740,CZ3401,8412.48,790.804,320,106.54209136963,26.614149093628
1747791650,"2025-05-21 01:40:50",B5740,CZ3401,8412.48,788.952,321,106.52042388916,26.637237548828
1747791665,"2025-05-21 01:41:05",B5740,CZ3401,8412.48,790.804,320,106.4997177124,26.659299850464
1747791680,"2025-05-21 01:41:20",B5740,CZ3401,8412.48,790.804,320,106.47752380371,26.682500839233
1747791695,"2025-05-21 01:41:35",B5740,CZ3401,8412.48,787.1,321,106.45638275146,26.705249786377
1747791710,"2025-05-21 01:41:50",B5740,CZ3401,8412.48,788.952,321,106.43581390381,26.727735519409
1747791725,"2025-05-21 01:42:05",B5740,CZ3401,8412.48,794.508,321,106.414894104,26.750545501709
1747791740,"2025-05-21 01:42:20",B5740,CZ3401,8412.48,796.36,322,106.39424133301,26.774047851562
1747791755,"2025-05-21 01:42:35",B5740,CZ3401,8412.48,796.36,322,106.37393188477,26.797529220581
1747791766,"2025-05-21 01:42:46",B5740,CZ3401,8412.48,798.212,322,106.36025238037,26.813320159912
1747791780,"2025-05-21 01:43:00",B5740,CZ3401,8412.48,798.212,322,106.33910369873,26.837411880493
1747791795,"2025-05-21 01:43:15",B5740,CZ3401,8412.48,800.064,321,106.31837463379,26.860656738281
1747791810,"2025-05-21 01:43:30",B5740,CZ3401,8412.48,800.064,322,106.29705810547,26.88429069519
1747791825,"2025-05-21 01:43:45",B5740,CZ3401,8412.48,801.916,321,106.27587890625,26.907709121704
1747791841,"2025-05-21 01:44:01",B5740,CZ3401,8412.48,800.064,321,106.25501251221,26.930749893188
1747791855,"2025-05-21 01:44:15",B5740,CZ3401,8412.48,801.916,321,106.23415374756,26.953840255737
1747791870,"2025-05-21 01:44:30",B5740,CZ3401,8412.48,803.768,321,106.21229553223,26.977981567383
1747791886,"2025-05-21 01:44:46",B5740,CZ3401,8412.48,805.62,321,106.19100189209,27.001550674438
1747791900,"2025-05-21 01:45:00",B5740,CZ3401,8412.48,807.472,321,106.1700592041,27.024719238281
1747791915,"2025-05-21 01:45:15",B5740,CZ3401,8412.48,807.472,321,106.14778900146,27.049457550049
1747791930,"2025-05-21 01:45:30",B5740,CZ3401,8412.48,807.472,322,106.12787628174,27.071594238281
1747791945,"2025-05-21 01:45:45",B5740,CZ3401,8412.48,809.324,321,106.10632324219,27.095489501953
1747791960,"2025-05-21 01:46:00",B5740,CZ3401,8412.48,807.472,322,106.08541107178,27.118770599365
1747791975,"2025-05-21 01:46:15",B5740,CZ3401,8412.48,811.176,321,106.06294250488,27.143783569336
1747791990,"2025-05-21 01:46:30",B5740,CZ3401,8412.48,811.176,321,106.04216003418,27.166849136353
1747792005,"2025-05-21 01:46:45",B5740,CZ3401,8412.48,811.176,321,106.02139282227,27.189859390259
1747792020,"2025-05-21 01:47:00",B5740,CZ3401,8412.48,813.028,322,105.99968719482,27.213930130005
1747792035,"2025-05-21 01:47:15",B5740,CZ3401,8412.48,813.028,322,105.97696685791,27.239040374756
1747792050,"2025-05-21 01:47:30",B5740,CZ3401,8412.48,814.88,322,105.95484161377,27.263597488403
1747792065,"2025-05-21 01:47:45",B5740,CZ3401,8412.48,818.584,322,105.9331817627,27.287567138672
1747792080,"2025-05-21 01:48:00",B5740,CZ3401,8412.48,820.436,322,105.91136169434,27.31164932251
1747792095,"2025-05-21 01:48:15",B5740,CZ3401,8412.48,818.584,319,105.88903045654,27.335800170898
1747792110,"2025-05-21 01:48:30",B5740,CZ3401,8412.48,820.436,316,105.8662109375,27.356929779053
1747792125,"2025-05-21 01:48:45",B5740,CZ3401,8412.48,822.288,316,105.84187316895,27.378980636597
1747792140,"2025-05-21 01:49:00",B5740,CZ3401,8412.48,824.14,316,105.81684112549,27.401639938354
1747792155,"2025-05-21 01:49:15",B5740,CZ3401,8412.48,825.992,316,105.7926864624,27.423500061035
1747792170,"2025-05-21 01:49:30",B5740,CZ3401,8412.48,827.844,316,105.76864624023,27.445310592651
1747792181,"2025-05-21 01:49:41",B5740,CZ3401,8412.48,827.844,316,105.75132751465,27.461029052734
1747792198,"2025-05-21 01:49:58",B5740,CZ3401,8412.48,829.696,316,105.7274017334,27.482759475708
1747792210,"2025-05-21 01:50:10",B5740,CZ3401,8412.48,827.844,316,105.70143127441,27.506290435791
1747792225,"2025-05-21 01:50:25",B5740,CZ3401,8412.48,825.992,316,105.676612854,27.528760910034
1747792236,"2025-05-21 01:50:36",B5740,CZ3401,8412.48,825.992,316,105.6604385376,27.543319702148
1747792250,"2025-05-21 01:50:50",B5740,CZ3401,8412.48,825.992,316,105.63597869873,27.565380096436
1747792265,"2025-05-21 01:51:05",B5740,CZ3401,8412.48,825.992,316,105.61173248291,27.587230682373
1747792280,"2025-05-21 01:51:20",B5740,CZ3401,8412.48,827.844,316,105.58786010742,27.608739852905
1747792295,"2025-05-21 01:51:35",B5740,CZ3401,8412.48,827.844,316,105.56276702881,27.631269454956
1747792310,"2025-05-21 01:51:50",B5740,CZ3401,8412.48,827.844,316,105.53688812256,27.654539108276
1747792321,"2025-05-21 01:52:01",B5740,CZ3401,8412.48,827.844,316,105.51934814453,27.670320510864
1747792334,"2025-05-21 01:52:14",B5740,CZ3401,8412.48,827.844,316,105.50057220459,27.687240600586
1747792349,"2025-05-21 01:52:29",B5740,CZ3401,8412.48,829.696,316,105.47559356689,27.709669113159
1747792366,"2025-05-21 01:52:46",B5740,CZ3401,8412.48,829.696,315,105.4493637085,27.733215332031
1747792379,"2025-05-21 01:52:59",B5740,CZ3401,8412.48,829.696,316,105.42387390137,27.756225585938
1747792394,"2025-05-21 01:53:14",B5740,CZ3401,8412.48,829.696,315,105.3985824585,27.778930664062
1747792409,"2025-05-21 01:53:29",B5740,CZ3401,8412.48,828,315,105.3772354126,27.798110961914
1747792424,"2025-05-21 01:53:44",B5740,CZ3401,8412.48,825.992,316,105.34906005859,27.82333946228
1747792439,"2025-05-21 01:53:59",B5740,CZ3401,8412.48,824.4,315,105.3246307373,27.845306396484
1747792454,"2025-05-21 01:54:14",B5740,CZ3401,8412.48,824.14,316,105.29972839355,27.867710113525
1747792469,"2025-05-21 01:54:29",B5740,CZ3401,8412.48,824.14,315,105.27545166016,27.88948059082
1747792484,"2025-05-21 01:54:44",B5740,CZ3401,8412.48,824.14,315,105.2512512207,27.9111328125
1747792495,"2025-05-21 01:54:55",B5740,CZ3401,8412.48,822.288,316,105.2350769043,27.92560005188
1747792509,"2025-05-21 01:55:09",B5740,CZ3401,8412.48,822.288,315,105.21687316895,27.941909790039
1747792524,"2025-05-21 01:55:24",B5740,CZ3401,8412.48,824.14,318,105.19069671631,27.965791702271
1747792539,"2025-05-21 01:55:39",B5740,CZ3401,8412.48,824.4,320,105.16826629639,27.98991394043
1747792554,"2025-05-21 01:55:54",B5740,CZ3401,8412.48,829.696,328,105.14945220947,28.014209747314
1747792569,"2025-05-21 01:56:09",B5740,CZ3401,8412.48,827.844,328,105.12935638428,28.042928695679
1747792584,"2025-05-21 01:56:24",B5740,CZ3401,8412.48,828,325,105.10932159424,28.071418762207
1747792604,"2025-05-21 01:56:44",B5740,CZ3401,8412.48,828,328,105.0856552124,28.105133056641
1747792619,"2025-05-21 01:56:59",B5740,CZ3401,8412.48,829.696,329,105.06770324707,28.130769729614
1747792634,"2025-05-21 01:57:14",B5740,CZ3401,8412.48,828,328,105.04725646973,28.160018920898
1747792649,"2025-05-21 01:57:29",B5740,CZ3401,8412.48,833.4,328,105.02787017822,28.187810897827
1747792664,"2025-05-21 01:57:44",B5740,CZ3401,8412.48,833.4,328,105.00985717773,28.213714599609
1747792679,"2025-05-21 01:57:59",B5740,CZ3401,8412.48,831.548,329,104.99095153809,28.240810394287
1747792694,"2025-05-21 01:58:14",B5740,CZ3401,8412.48,833.4,328,104.97269439697,28.266937255859
1747792709,"2025-05-21 01:58:29",B5740,CZ3401,8412.48,831.548,329,104.95413970947,28.29345703125
1747792724,"2025-05-21 01:58:44",B5740,CZ3401,8412.48,833.4,328,104.9400100708,28.313539505005
1747792735,"2025-05-21 01:58:55",B5740,CZ3401,8412.48,833.4,328,104.92756652832,28.331230163574
1747792749,"2025-05-21 01:59:09",B5740,CZ3401,8412.48,833.4,329,104.90930938721,28.35705947876
1747792764,"2025-05-21 01:59:24",B5740,CZ3401,8412.48,831.6,328,104.8900680542,28.384368896484
1747792779,"2025-05-21 01:59:39",B5740,CZ3401,8412.48,831.548,329,104.87162780762,28.410549163818
1747792790,"2025-05-21 01:59:50",B5740,CZ3401,8412.48,831.548,329,104.85922241211,28.428310394287
1747792804,"2025-05-21 02:00:04",B5740,CZ3401,8412.48,833.4,328,104.8402557373,28.455459594727
1747792815,"2025-05-21 02:00:15",B5740,CZ3401,8412.48,833.4,329,104.82852935791,28.472230911255
1747792830,"2025-05-21 02:00:30",B5740,CZ3401,8412.48,831.6,328,104.80798339844,28.501602172852
1747792845,"2025-05-21 02:00:45",B5740,CZ3401,8404.86,835.252,328,104.7897567749,28.527740478516
1747792860,"2025-05-21 02:01:00",B5740,CZ3401,8321.04,831.548,329,104.76998901367,28.556030273438
1747792875,"2025-05-21 02:01:15",B5740,CZ3401,8130.54,833.4,329,104.7512588501,28.582670211792
1747792891,"2025-05-21 02:01:31",B5740,CZ3401,7978.14,825.992,329,104.73267364502,28.609090805054
1747792910,"2025-05-21 02:01:50",B5740,CZ3401,7810.5,814.88,329,104.71305847168,28.636930465698
1747792925,"2025-05-21 02:02:05",B5740,CZ3401,7604.76,816.732,328,104.68872070312,28.671659469604
1747792940,"2025-05-21 02:02:20",B5740,CZ3401,7444.74,813.028,329,104.67028808594,28.697980880737
1747792955,"2025-05-21 02:02:35",B5740,CZ3401,7292.34,813.028,328,104.65209960938,28.723894119263
1747792970,"2025-05-21 02:02:50",B5740,CZ3401,7132.32,807.472,328,104.63410949707,28.749450683594
1747792986,"2025-05-21 02:03:06",B5740,CZ3401,6941.82,799.2,328,104.61181640625,28.781021118164
1747793008,"2025-05-21 02:03:28",B5740,CZ3401,6758.94,790.804,328,104.59015655518,28.811599731445
1747793023,"2025-05-21 02:03:43",B5740,CZ3401,6606.54,779.692,328,104.5728302002,28.835990905762
1747793038,"2025-05-21 02:03:58",B5740,CZ3401,6454.14,768.58,329,104.55564880371,28.860149383545
1747793053,"2025-05-21 02:04:13",B5740,CZ3401,6294.12,759.32,329,104.5383605957,28.884689331055
1747793064,"2025-05-21 02:04:24",B5740,CZ3401,6195.06,753.764,328,104.52683258057,28.901069641113
1747793078,"2025-05-21 02:04:38",B5740,CZ3401,6035.04,741.6,328,104.50992584229,28.925170898438
1747793093,"2025-05-21 02:04:53",B5740,CZ3401,5882.64,730.8,327,104.49334716797,28.948425292969
1747793108,"2025-05-21 02:05:08",B5740,CZ3401,5745.48,720,327,104.4767074585,28.971496582031
1747793120,"2025-05-21 02:05:20",B5740,CZ3401,5692.14,709.316,328,104.46592712402,28.986541748047
1747793133,"2025-05-21 02:05:33",B5740,CZ3401,5600.7,694.8,327,104.44982147217,29.009073257446
1747793148,"2025-05-21 02:05:48",B5740,CZ3401,5524.5,685.24,328,104.43420410156,29.030952453613
1747793164,"2025-05-21 02:06:04",B5740,CZ3401,5448.3,680.4,328,104.418800354,29.052598953247
1747793178,"2025-05-21 02:06:18",B5740,CZ3401,5394.96,680.4,327,104.40381622314,29.073669433594
1747793194,"2025-05-21 02:06:34",B5740,CZ3401,5387.34,679.684,328,104.38751220703,29.096544265747
1747793208,"2025-05-21 02:06:48",B5740,CZ3401,5387.34,677.832,328,104.37275695801,29.117202758789
1747793219,"2025-05-21 02:06:59",B5740,CZ3401,5394.96,676.8,328,104.36252593994,29.131692886353
1747793233,"2025-05-21 02:07:13",B5740,CZ3401,5394.96,673.2,327,104.34717559814,29.15315246582
1747793248,"2025-05-21 02:07:28",B5740,CZ3401,5394.96,676.8,327,104.33037567139,29.176382064819
1747793263,"2025-05-21 02:07:43",B5740,CZ3401,5387.34,680.4,327,104.3157119751,29.196578979492
1747793278,"2025-05-21 02:07:58",B5740,CZ3401,5334,680.4,327,104.2985458374,29.220560073853
1747793293,"2025-05-21 02:08:13",B5740,CZ3401,5280.66,684,327,104.28163146973,29.244302749634
1747793308,"2025-05-21 02:08:28",B5740,CZ3401,5227.32,680.4,327,104.26612091064,29.265949249268
1747793323,"2025-05-21 02:08:43",B5740,CZ3401,5166.36,676.8,325,104.24803161621,29.289363861084
1747793338,"2025-05-21 02:08:58",B5740,CZ3401,5120.64,675.98,325,104.23192596436,29.309474945068
1747793354,"2025-05-21 02:09:14",B5740,CZ3401,5059.68,666,324,104.2151260376,29.33032989502
1747793368,"2025-05-21 02:09:28",B5740,CZ3401,4953,672.276,325,104.19924163818,29.350070953369
1747793383,"2025-05-21 02:09:43",B5740,CZ3401,4838.7,670.424,325,104.18239593506,29.371078491211
1747793398,"2025-05-21 02:09:58",B5740,CZ3401,4724.4,670.424,325,104.16584777832,29.391590118408
1747793413,"2025-05-21 02:10:13",B5740,CZ3401,4602.48,666,324,104.14861297607,29.413007736206
1747793428,"2025-05-21 02:10:28",B5740,CZ3401,4495.8,658.8,324,104.13259124756,29.432876586914
1747793443,"2025-05-21 02:10:43",B5740,CZ3401,4373.88,651.6,324,104.11656951904,29.452716827393
1747793458,"2025-05-21 02:10:58",B5740,CZ3401,4259.58,648.2,325,104.10026550293,29.472885131836
1747793473,"2025-05-21 02:11:13",B5740,CZ3401,4145.28,644.4,324,104.08420562744,29.49284362793
1747793488,"2025-05-21 02:11:28",B5740,CZ3401,4030.98,644.4,324,104.06783294678,29.513076782227
1747793503,"2025-05-21 02:11:43",B5740,CZ3401,3931.92,648,324,104.05193328857,29.532623291016
1747793518,"2025-05-21 02:11:58",B5740,CZ3401,3870.96,648.2,325,104.03589630127,29.552480697632
1747793533,"2025-05-21 02:12:13",B5740,CZ3401,3832.86,648,324,104.02474975586,29.566303253174
1747793548,"2025-05-21 02:12:28",B5740,CZ3401,3779.52,651.6,324,104.00814819336,29.587005615234
1747793563,"2025-05-21 02:12:43",B5740,CZ3401,3733.8,655.2,325,103.99254608154,29.60657119751
1747793578,"2025-05-21 02:12:58",B5740,CZ3401,3672.84,651.6,324,103.97541809082,29.627986907959
1747793593,"2025-05-21 02:13:13",B5740,CZ3401,3611.8801,648,324,103.9568939209,29.650842666626
1747793607,"2025-05-21 02:13:27",B5740,CZ3401,3558.54,648,324,103.94030761719,29.671232223511
1747793622,"2025-05-21 02:13:42",B5740,CZ3401,3505.2,640.8,324,103.92420196533,29.690971374512
1747793633,"2025-05-21 02:13:53",B5740,CZ3401,3467.1,637.2,324,103.91358947754,29.704006195068
1747793648,"2025-05-21 02:14:08",B5740,CZ3401,3398.52,619.2,332,103.89921569824,29.723789215088
1747793662,"2025-05-21 02:14:22",B5740,CZ3401,3337.56,601.2,344,103.89011383057,29.745389938354
1747793677,"2025-05-21 02:14:37",B5740,CZ3401,3284.22,579.6,356,103.88650512695,29.767135620117
1747793692,"2025-05-21 02:14:52",B5740,CZ3401,3200.4,568.8,7,103.88782501221,29.788696289062
1747793707,"2025-05-21 02:15:07",B5740,CZ3401,3093.72,561.6,18,103.89414978027,29.809585571289
1747793722,"2025-05-21 02:15:22",B5740,CZ3401,3002.28,558,21,103.90267181396,29.828384399414
1747793738,"2025-05-21 02:15:38",B5740,CZ3401,2880.36,558,21,103.91175842285,29.848388671875
1747793752,"2025-05-21 02:15:52",B5740,CZ3401,2781.3,554.4,21,103.92086029053,29.868194580078
1747793765,"2025-05-21 02:16:05",B5740,CZ3401,2773.68,554.4,21,103.92739105225,29.882354736328
1747793780,"2025-05-21 02:16:20",B5740,CZ3401,2781.3,554.4,22,103.93658447266,29.901945114136
1747793795,"2025-05-21 02:16:35",B5740,CZ3401,2781.3,547.2,22,103.9458770752,29.921684265137
1747793810,"2025-05-21 02:16:50",B5740,CZ3401,2781.3,547.2,22,103.95489501953,29.941131591797
1747793825,"2025-05-21 02:17:05",B5740,CZ3401,2781.3,543.6,21,103.96379089355,29.960227966309
1747793840,"2025-05-21 02:17:20",B5740,CZ3401,2727.96,540,22,103.97272491455,29.979629516602
1747793855,"2025-05-21 02:17:35",B5740,CZ3401,2644.14,536.4,22,103.98188018799,29.999267578125
1747793870,"2025-05-21 02:17:50",B5740,CZ3401,2575.56,536.4,22,103.99053955078,30.017860412598
1747793885,"2025-05-21 02:18:05",B5740,CZ3401,2514.6,536.4,20,103.99680328369,30.031593322754
1747793900,"2025-05-21 02:18:20",B5740,CZ3401,2446.02,532.8,0,104.00015258789,30.051145553589
1747793915,"2025-05-21 02:18:35",B5740,CZ3401,2369.82,536.4,336,103.99443054199,30.070541381836
1747793930,"2025-05-21 02:18:50",B5740,CZ3401,2286,540,318,103.98010253906,30.087594985962
1747793945,"2025-05-21 02:19:05",B5740,CZ3401,2202.18,540,318,103.96379089355,30.103469848633
1747793957,"2025-05-21 02:19:17",B5740,CZ3401,2171.7,525.6,318,103.95371246338,30.113250732422
1747793970,"2025-05-21 02:19:30",B5740,CZ3401,2133.6,507.6,318,103.93863677979,30.128082275391
1747793986,"2025-05-21 02:19:46",B5740,CZ3401,2103.12,486,318,103.92425537109,30.142227172852
1747794000,"2025-05-21 02:20:00",B5740,CZ3401,2065.02,468,312,103.9100112915,30.155096054077
1747794030,"2025-05-21 02:20:30",B5740,CZ3401,1996.4401,421.2,288,103.87386322021,30.167945861816
1747794041,"2025-05-21 02:20:41",B5740,CZ3401,1965.96,406.8,289,103.86302185059,30.171157836914
1747794055,"2025-05-21 02:20:55",B5740,CZ3401,1920.24,388.92,289,103.84645080566,30.176139831543
1747794085,"2025-05-21 02:21:25",B5740,CZ3401,1859.28,356.4,289,103.81595611572,30.185302734375
1747794100,"2025-05-21 02:21:40",B5740,CZ3401,1866.9,349.2,308,103.80146789551,30.191547393799
1747794115,"2025-05-21 02:21:55",B5740,CZ3401,1828.8,349.2,342,103.79425048828,30.202972412109
1747794130,"2025-05-21 02:22:10",B5740,CZ3401,1714.5,352.8,19,103.79521942139,30.215881347656
1747794141,"2025-05-21 02:22:21",B5740,CZ3401,1668.78,349.2,24,103.79925537109,30.223709106445
1747794155,"2025-05-21 02:22:35",B5740,CZ3401,1592.58,349.2,22,103.8052520752,30.235771179199
1747794170,"2025-05-21 02:22:50",B5740,CZ3401,1554.48,345.6,21,103.81105041504,30.248336791992
1747794185,"2025-05-21 02:23:05",B5740,CZ3401,1554.48,340.768,22,103.8161315918,30.259649276733
1747794200,"2025-05-21 02:23:20",B5740,CZ3401,1562.1,342,22,103.8219833374,30.272232055664
1747794215,"2025-05-21 02:23:35",B5740,CZ3401,1562.1,342,22,103.82747650146,30.283950805664
1747794230,"2025-05-21 02:23:50",B5740,CZ3401,1562.1,342,21,103.83310699463,30.296010971069
1747794245,"2025-05-21 02:24:05",B5740,CZ3401,1562.1,342,21,103.83856964111,30.30793762207
1747794260,"2025-05-21 02:24:20",B5740,CZ3401,1562.1,345.6,22,103.84417724609,30.319976806641
1747794275,"2025-05-21 02:24:35",B5740,CZ3401,1562.1,345.6,21,103.84980773926,30.332273483276
1747794290,"2025-05-21 02:24:50",B5740,CZ3401,1562.1,345.6,21,103.85530090332,30.344284057617
1747794305,"2025-05-21 02:25:05",B5740,CZ3401,1546.86,349.2,21,103.86092376709,30.356369018555
1747794320,"2025-05-21 02:25:20",B5740,CZ3401,1478.28,352.8,22,103.86666870117,30.368679046631
1747794339,"2025-05-21 02:25:39",B5740,CZ3401,1394.46,352.8,21,103.8727645874,30.381853103638
1747794354,"2025-05-21 02:25:54",B5740,CZ3401,1325.88,345.6,21,103.87847900391,30.394235610962
1747794369,"2025-05-21 02:26:09",B5740,CZ3401,1249.68,342,22,103.88413238525,30.406311035156
1747794384,"2025-05-21 02:26:24",B5740,CZ3401,1188.72,331.2,21,103.88946533203,30.417837142944
1747794399,"2025-05-21 02:26:39",B5740,CZ3401,1120.14,316.8,21,103.89468383789,30.429010391235
1747794414,"2025-05-21 02:26:54",B5740,CZ3401,1051.56,306,21,103.90013122559,30.440826416016
1747794429,"2025-05-21 02:27:09",B5740,CZ3401,990.6,288,21,103.90492248535,30.451171875
1747794444,"2025-05-21 02:27:24",B5740,CZ3401,929.64,288,22,103.90968322754,30.461456298828
1747794459,"2025-05-21 02:27:39",B5740,CZ3401,868.68,298.8,22,103.91445159912,30.471542358398
1747794474,"2025-05-21 02:27:54",B5740,CZ3401,807.72,302.4,21,103.91941070557,30.48225402832
1747794489,"2025-05-21 02:28:09",B5740,CZ3401,807.72,298.8,21,103.92393493652,30.492095947266
1747794504,"2025-05-21 02:28:24",B5740,CZ3401,685.8,298.8,21,103.92879486084,30.50260925293
1747794519,"2025-05-21 02:28:39",B5740,CZ3401,624.84,298.8,21,103.93335723877,30.512384414673
1747794534,"2025-05-21 02:28:54",B5740,CZ3401,563.88,298.8,21,103.9384765625,30.523315429688
1747794545,"2025-05-21 02:29:05",B5740,CZ3401,548.64,248.4,22,103.9415435791,30.52995300293
1747794563,"2025-05-21 02:29:23",B5740,CZ3401,548.64,100.8,22,103.94534301758,30.538078308105
1747794577,"2025-05-21 02:29:37",B5740,CZ3401,548.64,64.8,11,103.94615936279,30.540023803711
1747794590,"2025-05-21 02:29:50",B5740,CZ3401,548.64,39.6,351,103.94619750977,30.541877746582
1747794603,"2025-05-21 02:30:03",B5740,CZ3401,548.64,28.8,351,103.94597625732,30.54317855835
1747794617,"2025-05-21 02:30:17",B5740,CZ3401,548.64,21.6,0,103.94589233398,30.543947219849
1747794632,"2025-05-21 02:30:32",B5740,CZ3401,548.64,25.2,22,103.94626617432,30.544910430908
1747794646,"2025-05-21 02:30:46",B5740,CZ3401,548.64,28.8,22,103.94660949707,30.545623779297
1747794658,"2025-05-21 02:30:58",B5740,CZ3401,548.64,32.4,22,103.9471282959,30.546764373779
1747794673,"2025-05-21 02:31:13",B5740,CZ3401,548.64,21.6,22,103.94753265381,30.547634124756
1747794686,"2025-05-21 02:31:26",B5740,CZ3401,548.64,14.4,5,103.94769287109,30.548057556152
1747794701,"2025-05-21 02:31:41",B5740,CZ3401,548.64,18,292,103.94695281982,30.5485496521
1747794718,"2025-05-21 02:31:58",B5740,CZ3401,548.64,21.6,337,103.94637298584,30.549196243286
1747794739,"2025-05-21 02:32:19",B5740,CZ3401,548.64,32.4,337,103.94609832764,30.549755096436
1747794744,"2025-05-21 02:32:24",B5740,CZ3401,548.64,36,337,103.94542694092,30.551094055176
1747794756,"2025-05-21 02:32:36",B5740,CZ3401,548.64,43.2,334,103.9448928833,30.552131652832
1747794774,"2025-05-21 02:32:54",B5740,CZ3401,548.64,43.2,337,103.94407653809,30.553802490234
1747794789,"2025-05-21 02:33:09",B5740,CZ3401,548.64,43.2,337,103.94322967529,30.555480957031
1747794808,"2025-05-21 02:33:28",B5740,CZ3401,548.64,25.2,337,103.94245910645,30.557016372681
1747794822,"2025-05-21 02:33:42",B5740,CZ3401,548.64,18,343,103.94219207764,30.557647705078
1747794837,"2025-05-21 02:33:57",B5740,CZ3401,548.64,18,0,103.9421005249,30.558460235596
1747794848,"2025-05-21 02:34:08",B5740,CZ3401,548.64,21.6,14,103.94219970703,30.558986663818
1747794862,"2025-05-21 02:34:22",B5740,CZ3401,548.64,28.8,22,103.94261169434,30.559915542603
1747794875,"2025-05-21 02:34:35",B5740,CZ3401,548.64,39.6,22,103.94317626953,30.561124801636
1747794890,"2025-05-21 02:34:50",B5740,CZ3401,548.64,43.2,22,103.94388580322,30.562673568726
1747794905,"2025-05-21 02:35:05",B5740,CZ3401,548.64,43.2,22,103.94458770752,30.5641746521
1747794920,"2025-05-21 02:35:20",B5740,CZ3401,548.64,46.8,22,103.94536590576,30.565853118896
1747794935,"2025-05-21 02:35:35",B5740,CZ3401,548.64,36,22,103.94610595703,30.567420959473
1747794949,"2025-05-21 02:35:49",B5740,CZ3401,548.64,21.6,22,103.94649505615,30.568256378174
1747794962,"2025-05-21 02:36:02",B5740,CZ3401,548.64,18,14,103.94671630859,30.568794250488
1747794974,"2025-05-21 02:36:14",B5740,CZ3401,548.64,14.4,11,103.9468536377,30.569387435913
1747794995,"2025-05-21 02:36:35",B5740,CZ3401,548.64,14.4,19,103.94707489014,30.570167541504
1747795008,"2025-05-21 02:36:48",B5740,CZ3401,548.64,25.2,22,103.94738006592,30.570831298828
1747795019,"2025-05-21 02:36:59",B5740,CZ3401,548.64,32.4,22,103.94774627686,30.571634292603
1747795035,"2025-05-21 02:37:15",B5740,CZ3401,548.64,36,22,103.94836425781,30.572925567627
1747795050,"2025-05-21 02:37:30",B5740,CZ3401,548.64,36,22,103.94889068604,30.574069976807
1747795075,"2025-05-21 02:37:55",B5740,CZ3401,548.64,46.8,22,103.94923400879,30.574823379517
1747795141,"2025-05-21 02:39:01",B5740,CZ3401,548.64,32.4,22,103.94923400879,30.574823379517
1747795185,"2025-05-21 02:39:45",B5740,CZ3401,548.64,21.6,22,103.94923400879,30.574823379517
1747795203,"2025-05-21 02:40:03",B5740,CZ3401,548.64,10.8,295,103.95459747314,30.586320877075
1747795256,"2025-05-21 02:40:56",B5740,CZ3401,548.64,14.4,22,103.95459747314,30.586320877075
1747795273,"2025-05-21 02:41:13",B5740,CZ3401,548.64,7.2,70,103.95498657227,30.58881187439
1747795295,"2025-05-21 02:41:35",B5740,CZ3401,548.64,3.6,112,103.95502471924,30.588800430298
1747795300,"2025-05-21 02:41:40",B5740,CZ3401,548.64,3.6,112,103.95552062988,30.588649749756
