dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1747791031,1,107.62445068359,26.003335952759,0,14,761.172,0,0,0,8412.48
1747791046,1,107.59398651123,26.008346557617,0,14,759.32,0,0,0,8412.48
1747791061,1,107.56423950195,26.016952514648,0,14,757.468,0,0,0,8412.48
1747791075,1,107.53392028809,26.025741577148,0,14,755.616,0,0,0,8412.48
1747791090,1,107.50518035889,26.036853790283,0,14,755.616,0,0,0,8412.48
1747791105,1,107.47734832764,26.050399780273,0,14,753.764,0,0,0,8412.48
1747791120,1,107.45038604736,26.063507080078,0,14,755.616,0,0,0,8412.48
1747791135,1,107.42204284668,26.077167510986,0,14,753.764,0,0,0,8412.48
1747791150,1,107.39421081543,26.090574264526,0,14,753.764,0,0,0,8412.48
1747791165,1,107.36647796631,26.103879928589,0,14,753.764,0,0,0,8412.48
1747791180,1,107.33981323242,26.116640090942,0,14,751.912,0,0,0,8412.48
1747791195,1,107.31181335449,26.130004882812,0,14,751.912,0,0,0,8412.48
1747791210,1,107.28429412842,26.143203735352,0,14,751.912,0,0,0,8412.48
1747791225,1,107.25635528564,26.156539916992,0,14,751.912,0,0,0,8412.48
1747791240,1,107.22920227051,26.169389724731,0,14,751.912,0,0,0,8412.48
1747791252,1,107.21060180664,26.178085327148,0,14,750.06,0,0,0,8412.48
1747791265,1,107.18229675293,26.19126701355,0,14,757.468,0,0,0,8412.48
1747791280,1,107.15380096436,26.204681396484,0,14,770.432,0,0,0,8412.48
1747791295,1,107.12531280518,26.218173980713,0,14,777.84,0,0,0,8412.48
1747791310,1,107.09662628174,26.231767654419,0,14,775.988,0,0,0,8412.48
1747791325,1,107.06852722168,26.245080947876,0,14,777.84,0,0,0,8412.48
1747791341,1,107.03905487061,26.258907318115,0,14,777.84,0,0,0,8412.48
1747791355,1,107.01110839844,26.272079467773,0,14,777.84,0,0,0,8412.48
1747791370,1,106.98268890381,26.285610198975,0,14,777.84,0,0,0,8412.48
1747791385,1,106.95407867432,26.299350738525,0,14,779.692,0,0,0,8412.48
1747791400,1,106.92496490479,26.313373565674,0,14,779.692,0,0,0,8412.48
1747791415,1,106.89665985107,26.327087402344,0,14,779.692,0,0,0,8412.48
1747791430,1,106.86820983887,26.340869903564,0,14,779.692,0,0,0,8412.48
1747791441,1,106.84896087646,26.351219177246,0,14,783.396,0,0,0,8412.48
1747791455,1,106.82386779785,26.369375228882,0,14,783.396,0,0,0,8412.48
1747791470,1,106.79820251465,26.388414382935,0,14,781.544,0,0,0,8412.48
1747791485,1,106.77317047119,26.407012939453,0,14,781.544,0,0,0,8412.48
1747791500,1,106.74782562256,26.42578125,0,14,779.692,0,0,0,8412.48
1747791515,1,106.72319793701,26.444137573242,0,14,781.544,0,0,0,8412.48
1747791530,1,106.69763183594,26.462991714478,0,14,779.692,0,0,0,8412.48
1747791545,1,106.6731262207,26.481100082397,0,14,781.544,0,0,0,8412.48
1747791556,1,106.65631103516,26.493896484375,0,14,783.396,0,0,0,8412.48
1747791567,1,106.64170074463,26.508380889893,0,14,787.1,0,0,0,8412.48
1747791580,1,106.62030792236,26.531423568726,0,14,788.952,0,0,0,8412.48
1747791595,1,106.59915161133,26.554046630859,0,14,788.952,0,0,0,8412.48
1747791610,1,106.57763671875,26.576839447021,0,14,790.804,0,0,0,8412.48
1747791625,1,106.5565032959,26.599018096924,0,14,788.952,0,0,0,8412.48
1747791636,1,106.54209136963,26.614149093628,0,14,790.804,0,0,0,8412.48
1747791650,1,106.52042388916,26.637237548828,0,14,788.952,0,0,0,8412.48
1747791665,1,106.4997177124,26.659299850464,0,14,790.804,0,0,0,8412.48
1747791680,1,106.47752380371,26.682500839233,0,14,790.804,0,0,0,8412.48
1747791695,1,106.45638275146,26.705249786377,0,14,787.1,0,0,0,8412.48
1747791710,1,106.43581390381,26.727735519409,0,14,788.952,0,0,0,8412.48
1747791725,1,106.414894104,26.750545501709,0,14,794.508,0,0,0,8412.48
1747791740,1,106.39424133301,26.774047851562,0,14,796.36,0,0,0,8412.48
1747791755,1,106.37393188477,26.797529220581,0,14,796.36,0,0,0,8412.48
1747791766,1,106.36025238037,26.813320159912,0,14,798.212,0,0,0,8412.48
1747791780,1,106.33910369873,26.837411880493,0,14,798.212,0,0,0,8412.48
1747791795,1,106.31837463379,26.860656738281,0,14,800.064,0,0,0,8412.48
1747791810,1,106.29705810547,26.88429069519,0,14,800.064,0,0,0,8412.48
1747791825,1,106.27587890625,26.907709121704,0,14,801.916,0,0,0,8412.48
1747791841,1,106.25501251221,26.930749893188,0,14,800.064,0,0,0,8412.48
1747791855,1,106.23415374756,26.953840255737,0,14,801.916,0,0,0,8412.48
1747791870,1,106.21229553223,26.977981567383,0,14,803.768,0,0,0,8412.48
1747791886,1,106.19100189209,27.001550674438,0,14,805.62,0,0,0,8412.48
1747791900,1,106.1700592041,27.024719238281,0,14,807.472,0,0,0,8412.48
1747791915,1,106.14778900146,27.049457550049,0,14,807.472,0,0,0,8412.48
1747791930,1,106.12787628174,27.071594238281,0,14,807.472,0,0,0,8412.48
1747791945,1,106.10632324219,27.095489501953,0,14,809.324,0,0,0,8412.48
1747791960,1,106.08541107178,27.118770599365,0,14,807.472,0,0,0,8412.48
1747791975,1,106.06294250488,27.143783569336,0,14,811.176,0,0,0,8412.48
1747791990,1,106.04216003418,27.166849136353,0,14,811.176,0,0,0,8412.48
1747792005,1,106.02139282227,27.189859390259,0,14,811.176,0,0,0,8412.48
1747792020,1,105.99968719482,27.213930130005,0,14,813.028,0,0,0,8412.48
1747792035,1,105.97696685791,27.239040374756,0,14,813.028,0,0,0,8412.48
1747792050,1,105.95484161377,27.263597488403,0,14,814.88,0,0,0,8412.48
1747792065,1,105.9331817627,27.287567138672,0,14,818.584,0,0,0,8412.48
1747792080,1,105.91136169434,27.31164932251,0,14,820.436,0,0,0,8412.48
1747792095,1,105.88903045654,27.335800170898,0,14,818.584,0,0,0,8412.48
1747792110,1,105.8662109375,27.356929779053,0,14,820.436,0,0,0,8412.48
1747792125,1,105.84187316895,27.378980636597,0,14,822.288,0,0,0,8412.48
1747792140,1,105.81684112549,27.401639938354,0,14,824.14,0,0,0,8412.48
1747792155,1,105.7926864624,27.423500061035,0,14,825.992,0,0,0,8412.48
1747792170,1,105.76864624023,27.445310592651,0,14,827.844,0,0,0,8412.48
1747792181,1,105.75132751465,27.461029052734,0,14,827.844,0,0,0,8412.48
1747792198,1,105.7274017334,27.482759475708,0,14,829.696,0,0,0,8412.48
1747792210,1,105.70143127441,27.506290435791,0,14,827.844,0,0,0,8412.48
1747792225,1,105.676612854,27.528760910034,0,14,825.992,0,0,0,8412.48
1747792236,1,105.6604385376,27.543319702148,0,14,825.992,0,0,0,8412.48
1747792250,1,105.63597869873,27.565380096436,0,14,825.992,0,0,0,8412.48
1747792265,1,105.61173248291,27.587230682373,0,14,825.992,0,0,0,8412.48
1747792280,1,105.58786010742,27.608739852905,0,14,827.844,0,0,0,8412.48
1747792295,1,105.56276702881,27.631269454956,0,14,827.844,0,0,0,8412.48
1747792310,1,105.53688812256,27.654539108276,0,14,827.844,0,0,0,8412.48
1747792321,1,105.51934814453,27.670320510864,0,14,827.844,0,0,0,8412.48
1747792334,1,105.50057220459,27.687240600586,0,14,827.844,0,0,0,8412.48
1747792349,1,105.47559356689,27.709669113159,0,14,829.696,0,0,0,8412.48
1747792366,1,105.4493637085,27.733215332031,0,14,829.696,0,0,0,8412.48
1747792379,1,105.42387390137,27.756225585938,0,14,829.696,0,0,0,8412.48
1747792394,1,105.3985824585,27.778930664062,0,14,829.696,0,0,0,8412.48
1747792409,1,105.3772354126,27.798110961914,0,14,828,0,0,0,8412.48
1747792424,1,105.34906005859,27.82333946228,0,14,825.992,0,0,0,8412.48
1747792439,1,105.3246307373,27.845306396484,0,14,824.4,0,0,0,8412.48
1747792454,1,105.29972839355,27.867710113525,0,14,824.14,0,0,0,8412.48
1747792469,1,105.27545166016,27.88948059082,0,14,824.14,0,0,0,8412.48
1747792484,1,105.2512512207,27.9111328125,0,14,824.14,0,0,0,8412.48
1747792495,1,105.2350769043,27.92560005188,0,14,822.288,0,0,0,8412.48
1747792509,1,105.21687316895,27.941909790039,0,14,822.288,0,0,0,8412.48
1747792524,1,105.19069671631,27.965791702271,0,14,824.14,0,0,0,8412.48
1747792539,1,105.16826629639,27.98991394043,0,14,824.4,0,0,0,8412.48
1747792554,1,105.14945220947,28.014209747314,0,14,829.696,0,0,0,8412.48
1747792569,1,105.12935638428,28.042928695679,0,14,827.844,0,0,0,8412.48
1747792584,1,105.10932159424,28.071418762207,0,14,828,0,0,0,8412.48
1747792604,1,105.0856552124,28.105133056641,0,14,828,0,0,0,8412.48
1747792619,1,105.06770324707,28.130769729614,0,14,829.696,0,0,0,8412.48
1747792634,1,105.04725646973,28.160018920898,0,14,828,0,0,0,8412.48
1747792649,1,105.02787017822,28.187810897827,0,14,833.4,0,0,0,8412.48
1747792664,1,105.00985717773,28.213714599609,0,14,833.4,0,0,0,8412.48
1747792679,1,104.99095153809,28.240810394287,0,14,831.548,0,0,0,8412.48
1747792694,1,104.97269439697,28.266937255859,0,14,833.4,0,0,0,8412.48
1747792709,1,104.95413970947,28.29345703125,0,14,831.548,0,0,0,8412.48
1747792724,1,104.9400100708,28.313539505005,0,14,833.4,0,0,0,8412.48
1747792735,1,104.92756652832,28.331230163574,0,14,833.4,0,0,0,8412.48
1747792749,1,104.90930938721,28.35705947876,0,14,833.4,0,0,0,8412.48
1747792764,1,104.8900680542,28.384368896484,0,14,831.6,0,0,0,8412.48
1747792779,1,104.87162780762,28.410549163818,0,14,831.548,0,0,0,8412.48
1747792790,1,104.85922241211,28.428310394287,0,14,831.548,0,0,0,8412.48
1747792804,1,104.8402557373,28.455459594727,0,14,833.4,0,0,0,8412.48
1747792815,1,104.82852935791,28.472230911255,0,14,833.4,0,0,0,8412.48
1747792830,1,104.80798339844,28.501602172852,0,14,831.6,0,0,0,8412.48
1747792845,1,104.7897567749,28.527740478516,0,14,835.252,0,0,0,8404.86
1747792860,1,104.76998901367,28.556030273438,0,14,831.548,0,0,0,8321.04
1747792875,1,104.7512588501,28.582670211792,0,14,833.4,0,0,0,8130.54
1747792891,1,104.73267364502,28.609090805054,0,14,825.992,0,0,0,7978.14
1747792910,1,104.71305847168,28.636930465698,0,14,814.88,0,0,0,7810.5
1747792925,1,104.68872070312,28.671659469604,0,14,816.732,0,0,0,7604.76
